(223,214)
(223,217)
(224,20)
(224,38)
(224,58)
(225,18)
(225,42)
(225,188)
(226,176)
(226,98)
(226,73)
(227,58)
(227,60)
(227,31)
(228,52)
(228,70)
(228,106)
(229,2)
(229,179)
(229,156)
(230,4)
(230,153)
(230,14)
(231,33)
(231,116)
(231,14)
(232,0)
(232,65)
(232,10)
(233,16)
(233,32)
(233,25)
(234,18)
(234,21)
(234,175)
(235,49)
(235,126)
(235,158)
(236,225)
(236,40)
(236,110)
(237,32)
(237,8)
(237,185)
(238,8)
(238,25)
(238,77)
(239,19)
(239,23)
(239,13)
(240,19)
(240,10)
(240,60)
(241,72)
(241,29)
(241,223)
(242,80)
(242,18)
(242,4)
(243,97)
(243,212)
(243,133)
(244,166)
(244,87)
(244,56)
(245,212)
(245,169)
(245,42)
(246,163)
(246,20)
(246,31)
(247,0)
(247,16)
(247,234)
(248,96)
(248,173)
(248,29)
(249,0)
(249,2)
(249,42)
(250,21)
(250,60)
(250,29)
(251,48)
(251,49)
(251,223)
(252,130)
(252,4)
(252,109)
(253,98)
(253,71)
(253,60)
(254,98)
(254,37)
(254,89)
(255,0)
(255,28)
(255,61)
(256,85)
(256,151)
(256,42)
(257,12)
(257,206)
(257,143)
(258,1)
(258,75)
(258,60)
(259,65)
(259,163)
(259,134)
(260,9)
(260,10)
(260,31)
(261,2)
(261,61)
(261,31)
(262,165)
(262,198)
(262,125)
(263,16)
(263,68)
(263,229)
(264,0)
(264,211)
(264,70)
(265,17)
(265,1)
(265,27)
(266,50)
(266,89)
(266,31)
(267,17)
(267,212)
(267,138)
(268,2)
(268,37)
(268,40)
(269,23)
(269,73)
(269,13)
(270,116)
(270,69)
(270,232)
(271,87)
(271,12)
(271,142)
(272,64)
(272,82)
(272,20)
(273,0)
(273,38)
(273,55)
(274,18)
(274,137)
(274,60)
(275,73)
(275,204)
(275,78)
(276,114)
(276,264)
(276,248)
(277,32)
(277,8)
(277,29)
(278,81)
(278,54)
(278,70)
(279,32)
(279,2)
(279,199)
(280,18)
(280,3)
(280,79)
(281,24)
(281,60)
(281,239)
(282,35)
(282,151)
(282,72)
(283,146)
(283,8)
(283,10)
(284,163)
(284,20)
(284,93)
(285,3)
(285,19)
(285,185)
(286,96)
(286,55)
(286,60)
(287,258)
(287,51)
(288,38)
(288,7)
(288,122)
(289,160)
(289,18)
(289,200)
(290,18)
(290,19)
(290,7)
(291,289)
(291,51)
(291,95)
(292,73)
(292,13)
(292,143)
(293,2)
(293,72)
(294,33)
(294,194)
(294,62)
(295,17)
(295,50)
(295,4)
(296,211)
(296,214)
(296,286)
(297,50)
(297,2)
(297,77)
(298,192)
(298,65)
(298,245)
(299,97)
(299,253)
(299,175)
(300,167)
(300,125)
(300,239)
(301,101)
(301,40)
(301,109)
(302,64)
(302,183)
(302,71)
(303,103)
(303,72)
(303,29)
(304,98)
(304,51)
(304,25)
(305,48)
(305,22)
(305,58)
(306,18)
(306,163)
(306,27)
(307,2)
(307,300)
(308,304)
(308,19)
(308,215)
(309,21)
(309,138)
(309,173)
(310,277)
(310,56)
(310,265)
(311,2)
(311,269)
(311,143)
(312,3)
(312,4)
(312,12)
(313,17)
(313,178)
(313,284)
(314,64)
(314,1)
(314,20)
(315,194)
(315,229)
(315,40)
(316,18)
(316,55)
(316,220)
(317,21)
(317,139)
(317,29)
(318,84)
(318,37)
(318,91)
(319,129)
(319,289)
(319,309)
(320,35)
(320,260)
(320,248)
(321,0)
(321,250)
(321,31)
(322,1)
(322,151)
(322,281)
(323,50)
(323,117)
(323,166)
(324,64)
(324,18)
(324,25)
(325,32)
(325,1)
(325,254)
(326,288)
(326,20)
(326,63)
(327,96)
(327,150)
(327,252)
(328,257)
(328,2)
(328,226)
(329,228)
(329,26)
(329,205)
(330,2)
(330,73)
(330,139)
(331,2)
(331,243)
(331,58)
(332,0)
(332,2)
(332,29)
(333,97)
(333,264)
(333,12)
(334,180)
(334,217)
(334,143)
(335,18)
(335,188)
(335,79)
(336,16)
(336,35)
(336,22)
(337,37)
(337,8)
(337,314)
(338,5)
(338,153)
(338,157)
(339,2)
(339,50)
(339,151)
(340,81)
(340,179)
(340,253)
(341,2)
(341,6)
(341,220)
(342,2)
(342,59)
(342,254)
(343,241)
(343,51)
(343,235)
(344,0)
(344,69)
(344,297)
(345,0)
(345,68)
(345,326)
(346,3)
(346,151)
(346,93)
(347,339)
(347,57)
(347,14)
(348,117)
(348,309)
(349,32)
(349,20)
(349,123)
(350,32)
(350,218)
(350,122)
(351,71)
(351,40)
(351,91)
(352,2)
(352,178)
(352,12)
(353,0)
(353,235)
(353,62)
(354,144)
(354,178)
(354,152)
(355,0)
(355,72)
(355,187)
(356,18)
(356,68)
(356,4)
(357,69)
(357,26)
(357,14)
(358,13)
(358,141)
(358,125)
(359,306)
(359,8)
(359,29)
(360,144)
(360,2)
(360,89)
(361,98)
(361,308)
(361,37)
(362,118)
(362,185)
(362,10)
(363,336)
(363,14)
(363,319)
(364,20)
(364,347)
(364,125)
(365,32)
(365,128)
(365,158)
(366,98)
(366,309)
(366,185)
(367,305)
(367,154)
(367,91)
(368,256)
(368,4)
(368,14)
(369,144)
(369,217)
(369,190)
(370,176)
(370,324)
(370,122)
(371,81)
(371,66)
(371,87)
(372,243)
(372,331)
(372,318)
(373,354)
(373,50)
(373,70)
(374,100)
(374,53)
(374,118)
(375,118)
(375,294)
(375,10)
(376,128)
(376,312)
(376,12)
(377,0)
(377,54)
(377,43)
(378,320)
(378,117)
(378,38)
(379,257)
(379,100)
(379,151)
(380,18)
(380,40)
(380,30)
(381,3)
(381,103)
(381,27)
(382,282)
(382,346)
(382,235)
(383,355)
(383,72)
(383,45)
(384,320)
(384,356)
(384,25)
(385,196)
(385,69)
(385,93)
(386,64)
(386,273)
(386,375)
(387,81)
(387,23)
(387,221)
(388,113)
(388,42)
(388,13)
(389,18)
(389,51)
(389,41)
(390,34)
(390,54)
(390,219)
(391,0)
(391,38)
(391,40)
(392,2)
(392,280)
(393,273)
(393,18)
(393,84)
(394,98)
(394,372)
(394,71)
(395,160)
(395,123)
(395,15)
(396,69)
(396,376)
(396,73)
(397,50)
(397,149)
(397,269)
(398,179)
(398,69)
(398,94)
(399,288)
(399,316)
(399,14)
(400,163)
(400,390)
(400,139)
(401,243)
(401,4)
(401,394)
(402,19)
(402,42)
(402,60)
(403,86)
(403,8)
(403,61)
(404,263)
(404,12)
(404,319)
(405,18)
(405,116)
(405,214)
(406,33)
(406,93)
(406,333)
(407,39)
(407,58)
(407,204)
(408,48)
(408,51)
(408,150)
(409,1)
(409,318)
(410,330)
(410,250)
(410,111)
(411,89)
(411,233)
(411,252)
(412,54)
(412,42)
(412,13)
(413,400)
(413,37)
(413,134)
(414,21)
(414,151)
(414,170)
(415,4)
(415,117)
(415,111)
(416,258)
(416,220)
(416,412)
(417,180)
(417,342)
(417,143)
(418,48)
(418,174)
(418,79)
(419,32)
(419,35)
(419,13)
(420,2)
(420,180)
(420,13)
(421,18)
(421,22)
(421,43)
(422,248)
(422,57)
(422,79)
(423,273)
(423,91)
(423,79)
(424,49)
(424,211)
(424,287)
(425,1)
(425,23)
(426,224)
(426,387)
(426,122)
(427,2)
(427,229)
(427,253)
(428,17)
(428,2)
(428,91)
(429,192)
(429,116)
(429,13)
(430,357)
(430,13)
(430,126)
(431,69)
(431,169)
(431,15)
(432,96)
(432,2)
(432,12)
(433,224)
(433,34)
(433,355)
(434,259)
(434,84)
(434,28)
(435,36)
(435,310)
(435,394)
(436,186)
(436,109)
(436,62)
(437,320)
(437,296)
(437,13)
(438,2)
(438,20)
(438,7)
(439,59)
(439,172)
(439,159)
(440,0)
(440,113)
(440,51)
(441,0)
(441,305)
(441,245)
(442,246)
(442,70)
(442,58)
(443,128)
(443,64)
(443,279)
(444,274)
(444,21)
(444,407)
(445,169)
(445,122)
(445,159)
(446,8)
(446,169)
(446,27)
(447,228)
(447,21)
(447,91)
(448,160)
(448,98)
(448,116)
(449,208)
(449,183)
(449,297)
(450,65)
(450,40)
(450,41)
(451,3)
(451,37)
(451,366)
(452,71)
(452,93)
(452,253)
(453,98)
(453,166)
(453,61)
(454,19)
(454,211)
(454,174)
(455,18)
(455,38)
(455,239)
(456,25)
(456,394)
(456,319)
(457,216)
(457,40)
(457,77)
(458,96)
(458,151)
(458,89)
(459,339)
(459,36)
(459,70)
(460,129)
(460,69)
(460,300)
(461,405)
(461,76)
(461,29)
(462,21)
(462,223)
(462,239)
(463,230)
(463,298)
(463,139)
(464,40)
(464,108)
(464,413)
(465,81)
(465,2)
(465,253)
(466,307)
(466,312)
(466,364)
(467,84)
(467,228)
(467,4)
(468,0)
(468,22)
(468,297)
(469,51)
(469,243)
(469,107)
(470,354)
(470,9)
(470,76)
(471,114)
(471,71)
(471,395)
(472,401)
(472,2)
(472,218)
(473,211)
(473,359)
(473,106)
(474,3)
(474,116)
(474,55)
(475,130)
(475,24)
(475,253)
(476,8)
(476,73)
(476,268)
(477,84)
(477,359)
(477,29)
(478,4)
(478,118)
(478,317)
(479,0)
(479,155)
(479,287)
(480,0)
(480,1)
(481,3)
(481,36)
(481,124)
(482,194)
(482,61)
(482,398)
(483,64)
(483,161)
(483,29)
(484,4)
(484,25)
(484,378)
(485,49)
(485,374)
(485,315)
(486,395)
(486,476)
(486,109)
(487,450)
(487,266)
(487,30)
(488,0)
(488,8)
(488,319)
(489,128)
(489,40)
(489,234)
(490,279)
(490,89)
(490,445)
(491,241)
(491,294)
(491,407)
(492,356)
(492,53)
(492,109)
(493,484)
(493,118)
(493,61)
(494,2)
(494,275)
(494,20)
(495,7)
(495,264)
(495,61)
(496,211)
(496,4)
(496,73)
(497,144)
(497,209)
(497,308)
(498,0)
(498,8)
(498,108)
(499,64)
(499,464)
(499,40)
(500,81)
(500,1)
(500,199)
(501,98)
(501,188)
(501,63)
(502,21)
(502,54)
(502,456)
(503,128)
(503,116)
(503,13)
(504,97)
(504,229)
(504,453)
(505,116)
(505,343)
(505,186)
(506,0)
(506,353)
(506,61)
(507,2)
(507,404)
(507,46)
(508,0)
(508,17)
(508,226)
(509,2)
(509,453)
(509,25)
(510,388)
(510,349)
(510,110)
(511,212)
(511,295)
(511,377)
(512,151)
(512,377)
(512,76)
(513,454)
(513,215)
(513,107)
(514,114)
(514,297)
(514,285)
(515,0)
(515,41)
(515,27)
(516,161)
(516,24)
(516,425)
(517,289)
(517,4)
(517,347)
(518,129)
(518,280)
(518,171)
(519,4)
(519,390)
(519,14)
(520,0)
(520,96)
(520,148)
(521,96)
(521,308)
(521,43)
(522,18)
(522,28)
(522,30)
(523,256)
(523,38)
(523,8)
(524,469)
(524,167)
(524,287)
(525,161)
(525,151)
(525,412)
(526,0)
(526,64)
(526,61)
(527,135)
(527,107)
(527,61)
(528,20)
(528,6)
(528,109)
(529,112)
(529,405)
(529,87)
(530,517)
(530,152)
(530,252)
(531,98)
(531,61)
(531,94)
(532,192)
(532,179)
(532,206)
(533,2)
(533,356)
(533,455)
(534,292)
(534,407)
(534,56)
(535,346)
(535,205)
(535,31)
(536,353)
(536,35)
(537,339)
(537,108)
(537,94)
(538,98)
(538,4)
(538,38)
(539,118)
(539,231)
(539,423)
(540,211)
(540,21)
(540,78)
(541,0)
(541,288)
(541,8)
(542,17)
(542,151)
(542,15)
(543,178)
(543,35)
(543,75)
(544,2)
(544,25)
(544,107)
(545,178)
(545,67)
(545,46)
(546,18)
(546,74)
(546,127)
(547,2)
(547,165)
(547,24)
(548,256)
(548,4)
(548,38)
(549,450)
(549,89)
(549,317)
(550,7)
(550,490)
(550,29)
(551,453)
(551,151)
(551,297)
(552,71)
(552,28)
(552,205)
(553,229)
(553,54)
(553,41)
(554,161)
(554,245)
(554,508)
(555,100)
(555,376)
(555,29)
(556,304)
(556,404)
(556,473)
(557,405)
(557,72)
(557,366)
(558,2)
(558,3)
(558,185)
(559,21)
(559,357)
(559,139)
(560,356)
(560,58)
(560,12)
(561,103)
(561,71)
(561,346)
(562,4)
(562,55)
(562,168)
(563,35)
(563,51)
(563,543)
(564,193)
(564,4)
(564,14)
(565,4)
(565,6)
(565,111)
(566,262)
(566,61)
(566,366)
(567,1)
(567,22)
(567,75)
(568,64)
(568,10)
(568,28)
(569,357)
(569,78)
(569,350)
(570,226)
(570,4)
(570,13)
(571,336)
(571,167)
(571,218)
(572,0)
(572,135)
(572,106)
(573,19)
(573,56)
(573,26)
(574,357)
(574,428)
(574,76)
(575,263)
(575,202)
(575,78)
(576,19)
(576,297)
(576,31)
(577,16)
(577,461)
(577,14)
(578,0)
(578,336)
(578,502)
(579,64)
(579,118)
(579,31)
(580,426)
(580,155)
(580,12)
(581,356)
(581,57)
(581,300)
(582,2)
(582,37)
(582,41)
(583,100)
(583,69)
(583,281)
(584,453)
(584,107)
(584,300)
(585,503)
(585,281)
(585,505)
(586,193)
(586,231)
(586,79)
(587,50)
(587,18)
(587,293)
(588,465)
(588,278)
(588,87)
(589,398)
(589,190)
(589,383)
(590,0)
(590,181)
(590,550)
(591,331)
(591,557)
(591,93)
(592,2)
(592,323)
(592,37)
(593,437)
(593,10)
(593,158)
(594,416)
(594,562)
(594,347)
(595,18)
(595,50)
(595,6)
(596,1)
(596,197)
(596,217)
(597,17)
(597,276)
(597,10)
(598,502)
(598,550)
(598,107)
(599,243)
(599,100)
(599,550)
(600,34)
(600,310)
(600,294)
(601,328)
(601,297)
(601,186)
(602,4)
(602,13)
(602,109)
(603,2)
(603,252)
(603,92)
(604,0)
(604,18)
(604,87)
(605,313)
(605,13)
(605,398)
(606,48)
(606,96)
(606,296)
(607,0)
(607,254)
(607,287)
(608,0)
(608,37)
(608,349)
(609,176)
(609,299)
(609,316)
(610,549)
(610,106)
(610,220)
(611,407)
(611,41)
(611,383)
(612,3)
(612,135)
(612,607)
(613,50)
(613,5)
(613,396)
(614,65)
(614,92)
(614,206)
(615,196)
(615,437)
(615,8)
(616,592)
(616,176)
(616,11)
(617,17)
(617,2)
(617,55)
(618,72)
(618,138)
(618,154)
(619,2)
(619,26)
(619,206)
(620,192)
(620,17)
(620,73)
(621,377)
(621,89)
(621,399)
(622,2)
(622,68)
(622,217)
(623,49)
(623,22)
(623,78)
(624,299)
(624,13)
(624,383)
(625,25)
(625,411)
(625,302)
(626,549)
(626,169)
(626,220)
(627,2)
(627,471)
(627,263)
(628,113)
(628,536)
(628,31)
(629,178)
(629,599)
(629,153)
(630,89)
(630,204)
(630,141)
(631,2)
(631,51)
(631,200)
(632,18)
(632,322)
(632,162)
(633,218)
(633,138)
(633,13)
(634,279)
(634,220)
(634,60)
(635,579)
(635,212)
(635,357)
(636,384)
(636,51)
(636,270)
(637,112)
(637,21)
(637,582)
(638,289)
(638,297)
(638,26)
(639,628)
(639,117)
(639,29)
(640,2)
(640,20)
(640,391)
(641,356)
(641,423)
(641,13)
(642,0)
(642,39)
(642,527)
(643,185)
(643,58)
(643,29)
(644,4)
(644,108)
(644,239)
(645,369)
(645,642)
(645,492)
(646,66)
(646,292)
(646,148)
(647,503)
(647,104)
(647,319)
(648,59)
(648,92)
(648,29)
(649,585)
(649,217)
(649,79)
(650,96)
(650,18)
(650,477)
(651,241)
(651,213)
(651,279)
(652,166)
(652,126)
(652,94)
(653,33)
(653,18)
(653,590)
(654,390)
(654,89)
(654,463)
(655,403)
(655,598)
(655,366)
(656,16)
(656,224)
(656,305)
(657,1)
(657,308)
(657,605)
(658,107)
(658,156)
(658,206)
(659,151)
(659,139)
(659,30)
(660,51)
(660,163)
(660,93)
(661,37)
(661,297)
(661,253)
(662,460)
(662,13)
(662,78)
(663,91)
(663,76)
(663,572)
(664,243)
(664,493)
(664,415)
(665,307)
(665,228)
(665,264)
(666,37)
(666,572)
(666,271)
(667,18)
(667,404)
(667,43)
(668,272)
(668,481)
(668,450)
(669,215)
(669,199)
(669,168)
(670,2)
(670,82)
(670,135)
(671,18)
(671,428)
(671,366)
(672,54)
(672,25)
(672,123)
(673,0)
(673,102)
(673,12)
(674,129)
(674,163)
(674,458)
(675,85)
(675,10)
(675,507)
(676,176)
(676,376)
(676,493)
(677,17)
(677,2)
(677,623)
(678,192)
(678,310)
(679,2)
(679,564)
(679,8)
(680,43)
(680,300)
(680,317)
(681,101)
(681,185)
(681,395)
(682,2)
(682,134)
(682,169)
(683,548)
(683,42)
(683,349)
(684,512)
(684,308)
(684,262)
(685,165)
(685,198)
(685,12)
(686,402)
(686,403)
(686,60)
(687,673)
(687,20)
(687,220)
(688,32)
(688,54)
(688,398)
(689,165)
(689,8)
(689,617)
(690,2)
(690,371)
(690,41)
(691,5)
(691,103)
(691,395)
(692,2)
(692,43)
(692,12)
(693,451)
(693,6)
(693,617)
(694,224)
(694,4)
(694,475)
(695,674)
(695,634)
(695,559)
(696,130)
(696,23)
(696,264)
(697,466)
(697,404)
(697,180)
(698,64)
(698,21)
(698,423)
(699,2)
(699,103)
(699,235)
(700,516)
(700,349)
(700,79)
(701,64)
(701,226)
(701,56)
(702,2)
(702,343)
(702,393)
(703,465)
(703,23)
(703,42)
(704,673)
(704,290)
(704,86)
(705,35)
(705,294)
(705,202)
(706,5)
(706,550)
(706,119)
(707,0)
(707,512)
(707,148)
(708,0)
(708,445)
(708,77)
(709,33)
(709,2)
(709,451)
(710,165)
(710,57)
(710,79)
(711,368)
(711,491)
(711,95)
(712,4)
(712,21)
(712,37)
(713,546)
(713,19)
(713,122)
(714,4)
(714,492)
(714,126)
(715,2)
(715,263)
(716,36)
(716,356)
(716,473)
(717,4)
(717,345)
(717,159)
(718,17)
(718,370)
(718,13)
(719,551)
(719,216)
(719,173)
(720,488)
(720,462)
(720,239)
(721,25)
(721,61)
(721,607)
(722,354)
(722,21)
(722,93)
(723,103)
(723,42)
(723,655)
(724,40)
(724,411)
(724,299)
(725,32)
(725,448)
(725,276)
(726,162)
(726,51)
(726,124)
(727,262)
(727,556)
(727,174)
(728,249)
(728,363)
(728,318)
(729,2)
(729,90)
(729,317)
(730,100)
(730,203)
(730,365)
(731,18)
(731,234)
(731,203)
(732,547)
(732,74)
(732,203)
(733,26)
(733,572)
(733,398)
(734,275)
(734,244)
(734,443)
(735,1)
(735,117)
(735,423)
(736,695)
(736,217)
(736,349)
(737,0)
(737,17)
(737,627)
(738,418)
(738,39)
(738,29)
(739,501)
(739,185)
(739,365)
(740,193)
(740,165)
(740,409)
(741,86)
(741,169)
(741,30)
(742,183)
(742,56)
(742,125)
(743,309)
(743,406)
(743,319)
(744,722)
(744,114)
(744,10)
(745,487)
(745,135)
(745,349)
(746,177)
(746,54)
(746,154)
(747,2)
(747,709)
(747,668)
(748,169)
(748,621)
(748,174)
(749,42)
(749,366)
(749,479)
(750,506)
(750,458)
(750,139)
(751,387)
(751,169)
(751,526)
(752,16)
(752,122)
(752,175)
(753,103)
(753,202)
(753,175)
(754,369)
(754,294)
(754,300)
(755,726)
(755,439)
(755,62)
(756,451)
(756,297)
(756,157)
(757,244)
(757,394)
(757,207)
(758,295)
(758,746)
(758,651)
(759,329)
(759,635)
(759,351)
(760,275)
(760,120)
(760,12)
(761,24)
(761,365)
(761,542)
(762,339)
(762,68)
(762,110)
(763,172)
(763,366)
(763,511)
(764,161)
(764,55)
(764,157)
(765,16)
(765,186)
(765,156)
(766,49)
(766,306)
(766,34)
(767,3)
(767,376)
(767,42)
(768,16)
(768,151)
(768,296)
(769,512)
(769,456)
(769,505)
(770,20)
(770,565)
(770,492)
(771,113)
(771,322)
(771,82)
(772,160)
(772,400)
(772,279)
(773,628)
(773,407)
(773,75)
(774,18)
(774,178)
(774,40)
(775,168)
(775,649)
(775,366)
(776,321)
(776,21)
(776,763)
(777,138)
(777,203)
(777,364)
(778,20)
(778,502)
(778,89)
(779,153)
(779,122)
(779,319)
(780,192)
(780,487)
(780,391)
(781,96)
(781,55)
(781,25)
(782,71)
(782,108)
(782,335)
(783,34)
(783,91)
(783,559)
(784,304)
(784,273)
(784,92)
(785,160)
(785,117)
(785,283)
(786,37)
(786,263)
(786,590)
(787,21)
(787,313)
(787,542)
(788,0)
(788,24)
(788,154)
(789,37)
(789,295)
(789,621)
(790,610)
